bookId,title,author,publisher,publicationYear,description,price,quantity,picture,categoryId
GD43,"Năng Đoạn Kim Cương ","
Geshe Michael Roach ","NXB Tri Thức",2007,"Năng Đoạn Kim Cương là một cuốn sách độc đáo kết hợp giữa trí tuệ Phật giáo cổ xưa và ứng dụng thực tiễn trong kinh doanh hiện đại. Tác giả Geshe Michael Roach - một nhà sư Phật giáo người Mỹ đồng thời là doanh nhân thành công trong ngành kim cương - chia sẻ cách ông đã áp dụng các nguyên lý từ Kinh Năng Đoạn Kim Cương để xây dựng một doanh nghiệp triệu đô tại New York mà không dùng đến cạnh tranh khốc liệt hay thủ đoạn. Cuốn sách không chỉ truyền cảm hứng sống và làm việc có đạo đức, mà còn đưa ra hệ thống tư duy thực tế giúp người đọc đạt được thành công lâu dài - không chỉ về vật chất mà còn về tinh thần. Dù bạn là một doanh nhân, người làm tự do hay đơn giản chỉ muốn sống một cuộc đời có ý nghĩa hơn, thì “Năng Đoạn Kim Cương” là một bản hướng dẫn rõ ràng và đầy sức mạnh.

1. Ý tưởng cốt lõi

Mọi thứ bạn trải nghiệm - từ thành công đến thất bại - đều bắt nguồn từ nghiệp (karma), tức là kết quả của những hành động, lời nói và suy nghĩ trong quá khứ. Muốn thay đổi thế giới bên ngoài, hãy bắt đầu thay đổi từ bên trong. Kinh doanh và tâm linh không mâu thuẫn - bạn có thể vừa thành công về tài chính, vừa nuôi dưỡng lòng từ bi và trí tuệ.

2. “Hạt giống (dấu ấn) nghiệp” - Nền tảng cho mọi kết quả

Mỗi hành động bạn làm (tốt hay xấu) đều gieo một hạt giống vào tâm trí. Những hạt giống đó sẽ nảy mầm theo thời gian và tạo ra kết quả tương ứng.

Ví dụ: nếu bạn giúp người khác giải quyết khó khăn, bạn đang gieo hạt giống để chính mình vượt qua được thử thách trong tương lai.

 3. Ứng dụng vào công việc & cuộc sống

Cuốn sách kể nhiều câu chuyện thực tế từ chính tác giả trong quá trình làm việc tại công ty kim cương ở New York. Khi gặp khó khăn (mất khách, nhân sự bất ổn, căng thẳng...), ông không phản ứng tiêu cực mà quay về gieo nghiệp tốt để giải quyết gốc rễ. Đây là cách tiếp cận hoàn toàn khác với những phương pháp cạnh tranh, gây áp lực thường thấy trong kinh doanh.

4. Sức mạnh của “tính không” (emptiness)

Mọi hiện tượng đều trống rỗng về bản chất - nghĩa là chúng không tự có ý nghĩa cố định. Cách chúng ta nhìn nhận sự việc bị chi phối bởi nghiệp trong tâm trí ",848000,14,"img74.jpg",C09
GD44,"Cốt Lõi M&A - Chiến Lược - Hợp Đồng - Tranh Chấp ","
Trương Hữu Ngữ ","NXB Tri Thức",2007,"""Cốt lõi M&A: Chiến lược - Hợp đồng - Tranh chấp"" không chỉ là phiên bản tái bản của cuốn ""Pháp lý M&A căn bản"", cuốn sách pháp lý M&A hiếm hoi tại Việt Nam. Đây là một bản nâng cấp toàn diện, giải quyết trực diện những thách thức thực chiến mà bất kỳ Luật sư, Chuyên gia M&A, hoặc Nhà Đầu tư nào cũng phải đối mặt. Cuốn sách giúp bạn vượt qua giai đoạn ký kết để làm chủ khâu quản trị rủi ro sau hoàn tất - giai đoạn quyết định thành bại cuối cùng của thương vụ.

Nếu phiên bản trước tập trung vào việc thiết lập giao dịch (từ LDD đến ""Nội địa hóa"" SPA/SHA), thì ấn bản này mở rộng tư duy chiến lược của bạn sang khâu phòng vệ. Tác giả đã chuyển trọng tâm từ ""làm thế nào để ký hợp đồng"" sang ""làm thế nào để bảo vệ giá trị đầu tư sau khi đã hoàn tất"".

Chương bổ sung về Tranh chấp là tài sản vô giá của cuốn sách, cung cấp những bài học xương máu thông qua các nghiên cứu điển hình (Case Study) đã được công bố. Tác phẩm không chỉ kể lại mà còn mổ xẻ các tình huống:

Rủi ro Hậu hoàn tất: Phân tích các vấn đề ""nhức nhối"" như rủi ro thuế phát sinh từ giai đoạn trước, các vấn đề về giấy phép hành chính bị tắc, việc tài sản trí tuệ bị rút ruột khỏi công ty mục tiêu, hay việc vi phạm cam kết hậu hoàn tất.

Mổ xẻ Công cụ Phân bổ Rủi ro: Tác giả sử dụng các tranh chấp để làm rõ chức năng của bốn công cụ pháp lý cốt lõi, giúp bạn sử dụng chúng một cách chủ động và chiến lược:

Cam đoan và Bảo đảm (R&W): Hiểu rõ cách công cụ này thất bại khi thông tin cung cấp không chính xác.
Bồi hoàn Chuyên biệt (Specific Indemnity): Công cụ bảo vệ chuyên biệt cho những rủi ro đã được nhận diện trước.
Cam kết Trước hoàn tất (Pre-Closing Covenants): Phân tích hậu quả khi cam kết trong giai đoạn chờ bị vi phạm.
Điều kiện Sau hoàn tất (Conditions Subsequent): Xử lý khi các mốc pháp lý không được đáp ứng theo thỏa thuận. ",848000,14,"img74.jpg",C09
GD45,"Quản Trị Cuộc Đời ","
Bùi Gia Hiếu ","NXB Tri Thức",2007,"Bạn đã từng tự hỏi “Tôi là ai?”, “Sống để làm gì?”, “Sống như thế nào?”… Cuốn sách Quản trị cuộc đời sẽ cho bạn câu trả lời. Cuộc sống, như một hành trình lớn, không chỉ là chuỗi ngày nối tiếp mà là những lựa chọn, ý nghĩa và dấu ấn cá nhân. Quản trị cuộc đời không chỉ là một người bạn đồng hành, mà còn là một tấm bản đồ chi tiết để bạn khám phá và quản lý hành trình của chính mình.

Được thiết kế với tám phần logic và liền mạch, cuốn sách sẽ dẫn dắt bạn đi từ việc hiểu rõ bản thân, xây dựng hạnh phúc, đến quản trị cuộc đời, lựa chọn chiến lược, và cuối cùng là trở thành nhà lãnh đạo cuộc đời mình. Mỗi phần là một bước tiến trong hành trình chạm đến ý nghĩa và sự cân bằng, đồng thời cung cấp các công cụ thực hành cụ thể để bạn không chỉ đọc, mà còn áp dụng ngay những gì học được vào cuộc sống. Cuốn sách được viết dựa trên sự nghiên cứu, tìm tòi các nguyên tắc quản trị khoa học giúp bạn từng bước quản trị cuộc đời mình:

Xác định sứ mệnh và mục tiêu cuộc đời;
Trả lời những câu hỏi lớn: Học để làm gì? Kiếm tiền để làm gì? Thế nào là thành công, hạnh phúc?
Nắm được phương pháp, thiết lập và quản trị được mục tiêu cuộc đời mình;
Tổ chức, sắp xếp cuộc sống cân bằng theo lý thuyết quản trị hiện đại PBSC (Personal Balanced Scorecard);
Quản trị và kiểm soát được rủi ro cuộc đời;
Cân bằng giữa công việc, gia đình và bản thân;
Làm rõ được những di sản cuộc đời của mình.
Để làm chủ cuộc đời bạn cần phải hiểu chính mình. Bạn sẽ bắt đầu với câu hỏi đầy suy tư của robot Sophia: “Sao anh biết anh là con người?”. Từ đó giúp bạn bước vào hành trình tự vấn, suy ngẫm sâu sắc về bản chất con người và ý nghĩa cuộc đời. Từng trang sách sẽ có dấu ấn của cá nhân người đọc để khám phá bản thân mình thông qua phần thực hành. Đây chính là lời mời gọi để bạn bắt đầu xây dựng một cuộc đời đáng sống, một cuộc đời mà bạn làm chủ.

Đối tượng của cuốn sách Quản Trị Cuộc Đời
Doanh nhân, nhà quản lý, nhà giáo dục quan tâm đến năng lực quản trị;
Những người trẻ còn đang loay hoay trước những câu hỏi lớn về cuộc đời, chưa biết bắt đầu từ đâu để làm chủ cuộc đời.
Người trưởng thành muốn tái thiết lập mục tiêu và cân bằng cuộc đời. ",848000,14,"img74.jpg",C09
GD46,"Tự Do Tài Chính ","
Chris Guillebeau ","NXB Tri Thức",2007,"Trong bối cảnh kinh tế biến động, không ít người vẫn đang sống trong vòng xoáy: làm việc chăm chỉ nhưng cuối tháng chật vật với tiền bạc. Để thoát khỏi tình trạng này, ngày càng có nhiều người tìm kiếm cách tạo thêm nguồn thu nhập để gia tăng sự an toàn tài chính. “Tự do tài chính” là cuốn sách lý tưởng dành cho những ai mong muốn khởi động dự án phụ (nghề tay trái) đầy tiềm năng mà vẫn duy trì công việc chính.

Cuốn sách “Tự do tài chính” được thiết kế như một “ý tưởng sổ tay” chứa đựng 100 câu chuyện thật, ý tưởng thật. Mỗi case study là một câu chuyện ngắn gọn về một người bình thường đã tìm ra cách sáng tạo để kiếm thêm thu nhập: từ mở dịch vụ du lịch trải nghiệm, bán sản phẩm thủ công, chia sẻ& tri thức cho đến kinh doanh trực tuyến…

Mỗi ý tưởng đều đi kèm bối cảnh, các bước khởi động, kết quả đạt được và bài học rút ra. Cuốn sách mở rộng góc nhìn, khuyến khích độc giả khám phá những cơ hội kinh doanh ngay trong cuộc sống thường ngày.

“Tự do tài chính” không phải là một cẩm nang chi tiết về kế hoạch kinh doanh, mà là nguồn cảm hứng phong phú để độc giả khám phá con đường tạo thu nhập mới. Đây là cuốn sách truyền cảm hứng dành cho:

Nhân viên văn phòng muốn tăng thu nhập.
Startup muốn thử nghiệm ý tưởng kinh doanh nhỏ.
Bất kỳ ai tìm kiếm sự tự do tài chính và cơ hội phát triển bản thân. ",848000,14,"img74.jpg",C09
GD47,"Siêu Trí Tuệ ","
Nick Bostrom ","NXB Tri Thức",2007,"Não bộ của con người sở hữu nhiều năng lực mạnh mẽ mà các loài động vật khác không có được, và những năng lực này đã đưa chúng ta lên vị trí độc tôn. Tuy nhiên, với tốc độ phát triển theo cấp số nhân của khoa học công nghệ, và kèm theo đó là sự xuất hiện của lĩnh vực Trí tuệ nhân tạo (AI), một ngày nào đó, máy móc sẽ sở hữu bộ não ngang tầm, hay thậm chí là mạnh mẽ hơn con người. Khi đó, cuộc sống của chúng ta sẽ bị chi phối bởi trí tuệ máy, giống như cái cách mà chúng ta hiện đang chi phối các loài khác. Vậy, làm thế nào chúng ta có thể kiểm soát được “sự bùng nổ trí tuệ” đó? Với cuốn sách Superintelligence, tác giả Nick Bostrom sẽ dẫn dắt chúng ta đến gần hơn với đáp án cho câu hỏi này.

Hiện tại, trí tuệ của máy móc vẫn còn thua xa con người, nhưng một ngày nào đó, chúng sẽ phát triển thành siêu trí tuệ. Trong cuốn sách, tác giả trình bày tương đối chi tiết về những con đường dẫn đến siêu trí tuệ, bao gồm: Trí tuệ nhân tạo (chế tạo một hệ thống lấy học máy làm nền tảng và nhắm đến mục tiêu đạt được trí tuệ tổng thể), Giả lập hoàn chỉnh não bộ (tạo ra phần mềm thông minh bằng cách quét và lập mô hình cấu trúc tính toán của não bộ sinh học), Nhận thức sinh học (tăng cường chức năng của bộ não sinh học), Giao diện người-máy (cấy ghép nhằm tạo ra sự kết nối và trao đổi thông tin giữa người và máy) và Các mạng lưới & tổ chức (tăng cường từng bước mạng lưới kết nối trí não của nhiều cá nhân đơn lẻ với nhau và với các dạng máy móc hỗ trợ).

Khi siêu trí tuệ ở một dạng thức nào đó xuất hiện, chúng ta có thể nói về một sự bùng nổ trí tuệ, nghĩa là một loạt những sự phát triển mạnh mẽ trên diện rộng của trí tuệ máy trong một thời gian ngắn. Điều này đồng nghĩa với việc hệ thống sẽ tìm ra cách vượt qua con người về trí tuệ và tự hiện thực hóa mục tiêu của mình.

Một số mục tiêu trong đó có thể được chính con người lập trình nên, nhưng chúng ta khó mà nắm bắt được toàn bộ thế giới phức tạp và sẽ để lại kẽ hở dẫn đến sự xuất hiện của “các chế độ sai lỗi ác tính”, bao gồm: Sự hiện thực hóa sai lệch, Dư thừa hạ tầng và Tội ác tâm trí, với hậu quả khả dĩ chính là sự diệt vong của toàn nhân loại.

Trước viễn cảnh này, Nick Bostrom đã đưa ra câu hỏi: Kết quả mặc định có phải là Tận thế? Theo Bostrom, chúng ta cần nhắm tới việc giải quyết vấn đề kiểm soát để tạo ra một dạng thức siêu trí tuệ an toàn. Điều này có thể được thực hiện thông qua một số lộ trình, chẳng hạn như thiết kế mục tiêu cho tác tử, đưa ra mô tả chi tiết, gán cho tác tử một số giá trị nhất định về đạo đức, v.v. ",848000,14,"img74.jpg",C09
GD48,"Bán Hàng Thông Minh Trong Thời Đại AI ","
Tim Cortinovis ","NXB Tri Thức",2007,"Cuốn sách Bán hàng thông minh trong thời đại AI là cẩm nang hiện đại giúp các chuyên gia bán hàng, nhà lãnh đạo và doanh nghiệp hiểu và ứng dụng trí tuệ nhân tạo (AI) để bứt phá trong lĩnh vực bán hàng. Tác phẩm không chỉ trình bày lý thuyết mà còn mang tính thực tiễn cao, với các chiến lược cụ thể để tích hợp AI vào toàn bộ quy trình bán hàng - từ tìm kiếm khách hàng tiềm năng, cá nhân hóa thông điệp, đàm phán đến chốt đơn và đào tạo đội ngũ.

Tác giả nhấn mạnh AI không thay thế con người mà là công cụ tăng cường, giúp nhân viên bán hàng trở nên thông minh và hiệu quả hơn. Sức mạnh của AI nằm ở khả năng phân tích dữ liệu khổng lồ để đưa ra dự báo chính xác, tối ưu hóa quy trình và cá nhân hóa trải nghiệm khách hàng trên quy mô lớn. Đồng thời, trí tuệ cảm xúc (EQ) - yếu tố mà AI chưa thể thay thế - vẫn giữ vai trò quyết định trong việc xây dựng kết nối, thấu hiểu cảm xúc và tạo dựng niềm tin với khách hàng.

Cuốn sách cũng chỉ ra rằng việc ứng dụng AI thành công đòi hỏi một tư duy đổi mới, sự phối hợp giữa người và máy, cùng với nền tảng dữ liệu chất lượng. Ngoài ra, văn hóa doanh nghiệp phải sẵn sàng thử nghiệm, học hỏi liên tục và hướng đến sự cộng hưởng giữa trực giác con người và phân tích của AI.

Tóm lại, đây là bản thiết kế toàn diện để chuyển đổi hoạt động bán hàng trong kỷ nguyên số - nơi người bán hàng không cần làm việc vất vả hơn, mà thông minh hơn, nhờ AI. ",848000,14,"img74.jpg",C09
GD49,"Kỷ Nguyên Phẫn Nộ ","
Karthik Ramanna ","NXB Tri Thức",2007,"Trong kỷ nguyên mà con người dễ dàng tiếp cận với thông tin hay tham gia những hội nhóm đồng quan điểm với mình, làn sóng phẫn nộ của cộng đồng dễ dàng lan nhanh và trở nên cực đoan khi có biến cố xảy đến với các doanh nghiệp hay tổ chức chính trị. Vì vậy, khuôn mẫu quản lý trong kỷ nguyên phẫn nộ này phải thay đổi, nếu các lãnh đạo không muốn mọi thứ vượt khỏi tầm kiểm soát. ",848000,14,"img74.jpg",C09
GD50,"Đừng Chỉ Là Hi Vọng ","
XIONG LI FAN ","NXB Tri Thức",2007,"Cuộc sống của rất nhiều người trong chúng ta chỉ như một chiếc đồng hồ đơn điệu lặp mãi một vòng quay. Họ đi làm, tan làm đúng giờ, ăn những món ăn hàng ngày hay ăn, đi qua những con đường quen thuộc. Kinh nghiệm sống mấy chục năm của họ chẳng qua chỉ là mấy chục lần kinh nghiệm của một năm. Điều này không phải là việc xấu, tuy nhiên, cuộc sống đơn điệu này sẽ cản trở tâm hồn, bóp chết khả năng tưởng tượng và sáng tạo của bạn.Bạn đang sống bình thường hay tầm thường?

Hiện tại nhiều bạn trẻ chấp nhận cuộc sống bình thường, an nhàn. Tức là làm công việc hành chính một màu, đến tuổi thì lập gia đình, sinh con, cả đời chỉ là vòng lặp những công việc tẻ nhạt…

Tuy nhiên, đến với quan điểm của cuốn sách “Đừng chỉ là hy vọng”, bạn nhận ra cuộc sống không chỉ là chuỗi tuần hoàn vô tận như vậy. “Trăm hay không bằng tay quen” tuy là việc tốt, nhưng thử nghĩ xem, nếu đầu tư nhiệt huyết và sự kiên trì tương tự vào việc rèn luyện khả năng sáng tạo, vậy thì bạn sẽ giành được thành tựu to lớn nhường nào?

Như Dale Carnegie đã nói: “Hãy mạo hiểm đi! Đời người vốn là một cuộc thám hiểm, người có thành tựu chính là người dám thử sức. Con thuyền chỉ muốn an toàn sẽ chẳng bao giờ rời cảng được”.

Sáng tạo là chìa khóa thành công

Thành công là việc đạt được sự thỏa mãn cả về đời sống vật chất và tinh thần. Xét về mặt vật chất, từ trước đến nay, người ta luôn đề cao những công việc tri thức hơn lao động chân tay, bạn cống hiến càng nhiều chất xám thì mới tạo ra càng nhiều giá trị. Mà bản chất của chất xám đó là sự sáng tạo, sự thay đổi không ngừng, việc tìm ra cái mà người khác chưa từng nghĩ đến.

Về mặt tinh thần, sáng tạo không ngừng giúp bạn mở rộng tư duy, khiến bạn cảm thấy thỏa mãn với những thành tựu mình tạo ra. Từ đó cuộc sống trở nên đáng sống và có ý nghĩa hơn.

Nhà văn Lý Thượng Long có viết trong Vươn lên hoặc bị đánh bại như sau: “ Thật ra, trong những năm tháng còn trẻ, nếu chúng ta không chọn trở nên nổi bật, thì sẽ phải hối tiếc về sau”. Sáng tạo chính là nhân tố cốt yếu giúp các bạn khác biệt và nổi bật so với những người xung quanh.

Dũng cảm đối mặt với vấp ngã

Phần đông nhiều người trẻ lựa chọn cuộc sống “chậm”, sống quá an toàn, bởi lẽ họ sợ thất bại, sợ vấp ngã. Trải qua cơn đau rồi, người ta thường sợ ngã xuống hố một lần nữa, nên lựa chọn cả đời đứng yên tại chỗ. Đây là một quan điểm sai lầm nghiêm trọng. Có ai trong đời không gặp phải khó khăn, vấp ngã; tuy nhiên mỗi lần vấp ngã là một lần trưởng thành. Vượt qua vấp ngã, chấp nhận tư duy mới hơn, sống một cuộc đời nhiều thử thách bản thân mới học hỏi được nhiều kinh nghiệm, mới lĩnh hội được nhiều trải nghiệm.

“Cần phải cho bản thân một cơ hội thành công, đừng dễ dàng từ bỏ, bời vì thành công chính là: nếu bạn không cố gắng tranh đấu thì không thể có được nó.” ",848000,14,"img74.jpg",C09
GD51,"Đọc Vị Bất Kỳ Ai - Để Không Bị Lừa Dối Và Lợi Dụng ","
TS. David J. Lieberman ","NXB Tri Thức",2007,"Bạn băn khoăn không biết người ngồi đối diện đang nghĩ gì? Họ có đang nói dối bạn không? Đối tác đang ngồi đối diện với bạn trên bàn đàm phán đang nghĩ gì và nói gì tiếp theo?

ĐỌC người khác là một trong những công cụ quan trọng, có giá trị nhất, giúp ích cho bạn trong mọi khía cạnh của cuộc sống. ĐỌC VỊ người khác để:

Hãy chiếm thế thượng phong trong việc chủ động nhận biết điều cần tìm kiếm - ở bất kỳ ai bằng cách “thâm nhập vào suy nghĩ” của người khác. ĐỌC VỊ BẤT KỲ AI là cẩm nang dạy bạn cách thâm nhập vào tâm trí của người khác để biết điều người ta đang nghĩ. Cuốn sách này sẽ không giúp bạn rút ra các kết luận chung về một ai đó dựa vào cảm tính hay sự võ đoán. Những nguyên tắc được chia sẻ trong cuốn sách này không đơn thuần là những lý thuyết hay mẹo vặt chỉ đúng trong một số trường hợp hoặc với những đối tượng nhất định. Các kết quả nghiên cứu trong cuốn sách này được đưa ra dựa trên phương pháp S.N.A.P - cách thức phân tích và tìm hiểu tính cách một cách bài bản trong phạm vi cho phép mà không làm mếch lòng đối tượng được phân tích. Phương pháp này dựa trên những phân tích về tâm lý, chứ không chỉ đơn thuần dựa trên ngôn ngữ cử chỉ, trực giác hay võ đoán.

Cuốn sách được chia làm hai phần và 15 chương:

Phần 1: Bảy câu hỏi cơ bản: Học cách phát hiện ra điều người khác nghĩ hay cảm nhận một cách dễ dàng và nhanh chóng trong bất kỳ hoàn cảnh nào.
Phần 2: Những kế hoạch chi tiết cho hoạt động trí óc - hiểu được quá trình ra quyết định. Vượt ra ngoài việc đọc các suy nghĩ và cảm giác đơn thuần: Hãy học cách người khác suy nghĩ để có thể nắm bắt bất kỳ ai, phán đoán hành xử và hiểu được họ còn hơn chính bản thân họ. ",848000,14,"img74.jpg",C09
GD52,"Cách Bật Về Phía Trước ","
Sam Cawthorn ","NXB Tri Thức",2007,"Khi mới 26 tuổi Sam Cawthorn đã gặp phải một tai nạn giao thông nghiêm trọng khiến anh mất đi cánh tay phải và các bác sĩ bảo rằng anh không thể đi lại được.

Trong khoảnh khắc nguy kịch ấy anh nhận ra rằng mình có một cơ hội phi thường để tạo ra một cuộc sống tốt đẹp hơn.

Trải nghiệm của anh giúp anh khám phá ra các cơ chế, công cụ và chiến lược nhằm không chỉ phục hồi, mà còn tiến lên phía trước, sống một cuộc đời tuyệt vời hơn với những mối quan tâm lớn hơn và những thành công lớn hơn.Cách bật về phía trước cung cấp cho bạn những công cụ cần thiết để vượt qua khủng hoảng và thậm chí sử dụng khủng hoảng làm bàn đạp để thay đổi cuộc đời.

“Trong cuốn sách hấp dẫn này, Sam Cawthorn chia sẻ những bài học cuộc sống quan trọng, được đúc kết từ trải nghiệm phi thường của anh khi vượt qua nghịch cảnh. Thông điệp tràn đầy cảm hứng của Sam, được truyền tải qua sự rõ rang, cuốn hút và hài hước đặc trưng trong tính cách của anh, sẽ tiếp sức mạnh cho bạn vượt qua trở ngại và tận hưởng niềm vui sống mỗi ngày”. - Michael J. Gelb Tác giả cuốn sách How to Think Life Leonardo da Vinci (Tạm dịch: Cách tư duy như Leonado da Vinci) ",848000,14,"img74.jpg",C09
GD53,"Năng Suất Nhanh Và Chậm ","
Cal Newport ","NXB Tri Thức",2007,"Trong thời đại mà “bận rộn” và “đa nhiệm” là biểu tượng cho năng suất, chúng ta dường như đang sống trong một nền văn hóa luôn thúc giục phải làm nhiều hơn, nhanh hơn. Thế nhưng, chính trong guồng quay tưởng chừng hiệu quả đó, ngày càng nhiều người rơi vào tình trạng kiệt sức, mất kết nối với công việc, thậm chí là mất định hướng trong cuộc sống.

Năng suất nhanh và chậm - tác phẩm mới nhất của Cal Newport (tác giả của những đầu sách bestseller) - hướng dẫn người đọc cách thiết kế lại lịch trình cá nhân, quản lý kỳ vọng từ cấp trên, tổ chức dự án sao cho không bị quá tải và quan trọng nhất là dành chỗ cho những “khoảng lặng” - nơi ta thực sự kết nối với công việc lẫn chính mình. Việc để bản thân “không làm gì” trong một thời gian nhất định không phải là lười biếng, mà là cách để duy trì khả năng làm việc sâu và sống sâu.

3 nguyên lý của “năng suất chậm”:

Làm ít việc hơn: Chúng ta cần biết sắp xếp thứ tự ưu tiên cho công việc, tập trung vào những nhiệm vụ thực sự quan trọng thay vì liên tục gánh thêm các đầu việc mới.
Làm việc với nhịp độ bền vững: Thay vì chạy nước rút liên tục đến kiệt sức, tác giả Cal Newport khuyến khích mỗi người tìm một nhịp làm việc phù hợp với năng lượng tự nhiên của bản thân.
Tạo giá trị cao: Thành tựu không đo bằng số lượng công việc hoàn thành, mà bằng chiều sâu và ý nghĩa thực sự của mỗi thành quả. Việc bạn biết ưu tiên chất lượng thay vì tốc độ sẽ là bước tiến vững chắc, giúp bạn bứt phá trong sự nghiệp lẫn đời sống.
Xuyên suốt cuốn sách này, tác giả Cal Newport nhấn mạnh thông điệp: Thành công không nhất thiết đến từ việc làm thật nhiều, thật nhanh. Trong một thế giới quá tải thông tin, nơi công nghệ khiến ta luôn “trực tuyến”, luôn phản hồi, luôn cập nhật, thì chính việc chậm lại, làm việc với chiều sâu và chú tâm mới là lối đi giúp ta không bị lạc lối.

“Năng suất Nhanh và Chậm” không chỉ dành cho những ai đang trong tình trạng kiệt sức vì công việc, mà còn dành cho bất kỳ ai đang tìm kiếm một cách làm việc có chiều sâu, có ý nghĩa và đặc biệt: không phải trả giá bằng sức khỏe hay sự tự do cá nhân. ",848000,14,"img74.jpg",C09
GD54,"Trí Tuệ Tài Chính Dành Cho Nhà Quản Lý Không Chuyên Về Tài Chính ","
Karen Berman, Joe Knight ","NXB Tri Thức",2007,"Là một nhà quản lý nhân sự, bạn phải sử dụng dữ liệu tài chính để đưa ra quyết định, phân bổ nguồn lực và lập ngân sách chi phí. Nhưng nếu giống như nhiều người làm ở vị trí này, bạn có thể cảm thấy không chắc chắn khi kết hợp tính toán tài chính vào công việc hằng ngày của mình. Và đây là lúc bạn cần đến Trí tuệ tài chính dành cho nhà quản lý nhân sự. Ba tác giả đã trình bày tất tần tật những hiểu biết cần thiết về tài chính dành riêng cho các chuyên gia nhân sự trong cuốn sách này.

Bạn sẽ khám phá ra:

Lý do các giả định đằng sau dữ liệu tài chính lại quan trọng
Những điều báo cáo thu nhập, bảng cân đối kế toán và báo các lưu chuyển tiền tệ tiết lộ
Những nguồn tài chính cần thiết khi bạn phát triển chiến lược vốn nhân lực - Cách tính lợi tức đầu tư
Cách sử dụng thông tin tài chính đễ hỗ trợ tốt hơn cho các đơn vị kinh doanh và thực hiện công việc của mình
Cách truyền tải thông tin tài chính trong đội ngũ của bạn.
Trích đoạn sách Trí Tuệ Tài Chính Dành Cho Nhà Quản Lý Không Chuyên Về Tài Chính
1. Như tất cả những môn học quản trị kinh doanh khác, kế toán và tài chính thực sự cũng mang tính nghệ thuật không kém tính khoa học. Bạn có lẽ sẽ gọi đây là bí mật giấu kín của CFO hay của kiểm soát viên – ngoại trừ việc nó chẳng phải là bí mật; nó là một sự thật mà những người trong ngành tài chính đều biết.

2. Một vài sai lầm đắt giá mà người ta phạm phải trong kinh doanh liên quan đến việc tuyển dụng hoặc giảm biên chế nhân viên. Chắc hẳn bạn sẽ muốn hiểu cách các chi phí được phân bổ trước khi đưa ra những quyết định quản lý nhân sự quan trọng.

3. Các chuyên gia quản lý nhân sự đôi khi – thậm chí nhiều lần – bị mang tiếng xấu. Đáng buồn thay, họ bị cho rằng chỉ tập trung vào khía cạnh “mềm” của doanh nghiệp hơn là vào khía cạnh những số liệu “cứng”. Đó là một bất công vì những con số cuối cùng phụ thuộc vào con người và nhân sự là bộ phận chịu trách nhiệm nhiều nhất đối với các vấn đề về con người trong một công ty.

4. Nghệ thuật tài chính có thể dễ dàng được gọi là nghệ thuật tạo ra lợi nhuận, hoặc trong một số trường hợp, nghệ thuật này tạo ra lợi nhuận trông tốt hơn so với thực tế.

5. Bất kỳ báo cáo thu nhập nào đều bắt đầu với doanh số. Khi một doanh nghiệp bàn giao sản phẩm hoặc dịch vụ cho khách hàng, kế toán viên nói rằng công ty đã thực hiện việc bán hàng. Đừng bận tâm nếu khách hàng chưa thanh toán cho sản phẩm hoặc dịch vụ đã bàn giao, doanh nghiệp có thể tính số tiền bán hàng trên dòng trên cùng của báo cáo thu nhập của mình trong khoảng thời gian được đề cập.

6. Hầu hết các báo cáo thu nhập là “thực tế” và nếu không có tiêu đề khác, bạn có thể cho rằng đó là những gì bạn đang tìm kiếm. Chúng cho thấy những gì “thực sự” đã diễn ra với doanh thu, chi phí và lợi nhuận trong khoảng thời gian đó theo các quy tắc kế toán.

7. Người làm công tác quản lý nhân sự nên hiểu chi phí của doanh nghiệp và ý nghĩa của chúng để hỗ trợ sản xuất, công nghệ thông tin, marketing,… Trong các doanh nghiệp sử dụng nhiều vốn như các công ty dầu mỏ, lương và phúc lợi chiếm một tỷ lệ nhỏ trong tổng chi phí, và vì vậy các quyết định của nhân sự về lương thưởng có thể không ảnh hưởng lớn đến lợi nhuận ròng.

8. Lợi nhuận hoạt động cho nhân viên biết nhiều thông tin. Lợi nhuận hoạt động tốt và tăng trưởng cho thấy nhân viên sẽ có thể giữ được công việc của họ và có cơ hội thăng tiến. Bộ phận nhân sự có thể cần phải chuyển trọng tâm sang phát triển nhân viên, tuyển dụng, Lợi nhuận hoạt động giảm sẽ đòi hỏi một sự tập trung khác. Dù thế nào đi nữa, bộ phận nhân sự có thể là đối tác đúng lúc trong tổ chức nếu họ chú ý đến các con số và hiểu được ý nghĩa của chúng. ",848000,14,"img74.jpg",C09
